DULICA	ULICA	PSC	DPOSTA	POSTA	POZNAMKA	OBCE
Námestie Š. N. Hýroša	Nám. Š.N.Hyroša	034 01	Ružomberok 1	Ružomberok 1		Ružomberok
Nová	Nová	034 06	Ružomberok 6	Ružomberok 6		Ružomberok
Nová Hrboltová	Nová Hrboltová	034 01	Ružomberok 1	Ružomberok 1		Ružomberok
Obvodová cesta	Obvodová cesta	034 01	Ružomberok 1	Ružomberok 1		Ružomberok
Ostrá	Ostrá	034 01	Ružomberok 1	Ružomberok 1		Ružomberok
Panská	Panská	034 01	Ružomberok 1	Ružomberok 1		Ružomberok
Papiernická	Papiernická	034 01	Ružomberok 1	Ružomberok 1		Ružomberok
Pivovarská	Pivovarská	034 01	Ružomberok 1	Ružomberok 1		Ružomberok
Plavisko	Plavisko	034 01	Ružomberok 1	Ružomberok 1		Ružomberok
Pod cintorínom	Pod cintorínom	034 01	Ružomberok 1	Ružomberok 1		Ružomberok
Pod Čebraťom	Pod Čebraťom	034 01	Ružomberok 1	Ružomberok 1		Ružomberok
Pod Dielcom	Pod Dielcom	034 03	Ružomberok 3	Ružomberok 3		Ružomberok
Pod Hlinisko	Pod Hlinisko	034 03	Ružomberok 3	Ružomberok 3		Ružomberok
Pod Kalváriou	Pod Kalváriou	034 01	Ružomberok 1	Ružomberok 1		Ružomberok
Pod Ostré	Pod Ostré	034 03	Ružomberok 3	Ružomberok 3		Ružomberok
Pod Sidorovo	Pod Sidorovo	034 03	Ružomberok 3	Ružomberok 3		Ružomberok
Pod Skalami	Pod Skalami	034 01	Ružomberok 1	Ružomberok 1		Ružomberok
Pod vŕškom	Pod vŕškom	034 03	Ružomberok 3	Ružomberok 3		Ružomberok
Podhora	Podhora	034 01	Ružomberok 1	Ružomberok 1		Ružomberok
Poľná	Poľná	034 01	Ružomberok 1	Ružomberok 1		Ružomberok
Potočná	Potočná	034 01	Ružomberok 1	Ružomberok 1		Ružomberok
Považská	Považská	034 01	Ružomberok 1	Ružomberok 1		Ružomberok
Pri Váhu	Pri Váhu	034 06	Ružomberok 6	Ružomberok 6		Ružomberok
Priehrada	Priehrada	034 01	Ružomberok 1	Ružomberok 1		Ružomberok
Priehradka	Priehradka	034 01	Ružomberok 1	Ružomberok 1	ostatné čísla	Ružomberok
Priehradka	Priehradka	034 06	Ružomberok 6	Ružomberok 6	"č. 27-29; 31-34; 36,38,44"	Ružomberok
Priehradka	Priehradka	034 06	Ružomberok 6	Ružomberok 6	"č. 5,8,11; 14-17; 19-25;"	Ružomberok
Príjazdová	Príjazdová	034 01	Ružomberok 1	Ružomberok 1		Ružomberok
R. Dúbravca	R. Dúbravca	034 01	Ružomberok 1	Ružomberok 1		Ružomberok
Račkov	Račkov	034 06	Ružomberok 6	Ružomberok 6		Ružomberok
Radlinského	Radlinského	034 01	Ružomberok 1	Ružomberok 1		Ružomberok
Raveň	Raveň	034 03	Ružomberok 3	Ružomberok 3		Ružomberok
Riadok	Riadok	034 01	Ružomberok 1	Ružomberok 1		Ružomberok
Ružová	Ružová	034 01	Ružomberok 1	Ružomberok 1		Ružomberok
Rybárpoľská	Rybárpoľská	034 01	Ružomberok 1	Ružomberok 1		Ružomberok
Sadová	Sadová	034 01	Ružomberok 1	Ružomberok 1		Ružomberok
Scota Viatora	S. Viatora	034 01	Ružomberok 1	Ružomberok 1		Ružomberok
Sihoť	Sihoť	034 01	Ružomberok 1	Ružomberok 1		Ružomberok
Skalná	Skalná	034 03	Ružomberok 3	Ružomberok 3		Ružomberok
Sládkovičova	Sládkovičova	034 01	Ružomberok 1	Ružomberok 1		Ružomberok
Slnečná	Slnečná	034 06	Ružomberok 6	Ružomberok 6		Ružomberok
Smreková	Smreková	034 01	Ružomberok 1	Ružomberok 1		Ružomberok
SNP	SNP	034 03	Ružomberok 3	Ružomberok 3		Ružomberok
Stredná	Stredná	034 03	Ružomberok 3	Ružomberok 3		Ružomberok
Strmá	Strmá	034 06	Ružomberok 6	Ružomberok 6		Ružomberok
sv. Anny	sv. Anny	034 01	Ružomberok 1	Ružomberok 1		Ružomberok
Š. Moyzesa	Š. Moyzesa	034 01	Ružomberok 1	Ružomberok 1		Ružomberok
Š. Náhalku	Š. Náhalku	034 01	Ružomberok 1	Ružomberok 1		Ružomberok
Šípová	Šípová	034 03	Ružomberok 3	Ružomberok 3		Ružomberok
Školská	Školská	034 03	Ružomberok 3	Ružomberok 3		Ružomberok
Šoltésovej	Šoltésovej	034 01	Ružomberok 1	Ružomberok 1		Ružomberok
Športová	Športová	034 01	Ružomberok 1	Ružomberok 1		Ružomberok
Štiavnická	Štiavnická	034 01	Ružomberok 1	Ružomberok 1		Ružomberok
Tatranská cesta	Tatranská cesta	034 01	Ružomberok 1	Ružomberok 1		Ružomberok
Textilná	Textilná	034 01	Ružomberok 1	Ružomberok 1		Ružomberok
Tichá	Tichá	034 01	Ružomberok 1	Ružomberok 1		Ružomberok
Trlenská	Trlenská	034 03	Ružomberok 3	Ružomberok 3		Ružomberok
V. Šrobára	V. Šrobára	034 01	Ružomberok 1	Ružomberok 1		Ružomberok
Vajanského	Vajanského	034 01	Ružomberok 1	Ružomberok 1		Ružomberok
Vápenka	Vápenka	034 01	Ružomberok 1	Ružomberok 1		Ružomberok
Včelárska	Včelárska	034 06	Ružomberok 6	Ružomberok 6		Ružomberok
Veľký Polik	Veľký Polik	034 01	Ružomberok 1	Ružomberok 1		Ružomberok
Veľký Závoz	Veľký Závoz	034 01	Ružomberok 1	Ružomberok 1		Ružomberok
Veterná	Veterná	034 01	Ružomberok 1	Ružomberok 1		Ružomberok
Vlkolínec	Vlkolínec	034 03	Ružomberok 3	Ružomberok 3		Ružomberok
Vyšné Matejkovo	V. Matejkovo	034 03	Ružomberok 3	Ružomberok 3		Ružomberok
Za dráhou	Za dráhou	034 01	Ružomberok 1	Ružomberok 1		Ružomberok
Za járočkom	Za járočkom	034 06	Ružomberok 6	Ružomberok 6		Ružomberok
Za kláštorom	Za kláštorom	034 01	Ružomberok 1	Ružomberok 1		Ružomberok
Záhradná	Záhradná	034 01	Ružomberok 1	Ružomberok 1		Ružomberok
Záhumnie	Záhumnie	034 03	Ružomberok 3	Ružomberok 3	časť Biely Potok	Ružomberok
Zarevúca	Zarevúca	034 01	Ružomberok 1	Ružomberok 1		Ružomberok
Záskalie	Záskalie	034 01	Ružomberok 1	Ružomberok 1		Ružomberok
Zelená	Zelená	034 01	Ružomberok 1	Ružomberok 1		Ružomberok
Ž. Silbigera	Ž. Silbigera	034 01	Ružomberok 1	Ružomberok 1		Ružomberok
Žilinská cesta	Žilinská cesta	034 01	Ružomberok 1	Ružomberok 1		Ružomberok
A. Mickiewicza	A. Mickiewicza	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Agátová	Agátová	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Astrová	Astrová	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
B. Němcovej	B. Němcovej	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Banícka	Banícka	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Bernoláková	Bernoláková	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Bezručova	Bezručova	052 05	Spišská Nová Ves 5	Spišská Nová Ves 5		Spišská Nová Ves
Borodáčova	Borodáčova	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Borovského	Borovského	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Brezová	Brezová	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Brusník	Brusník	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Čergovská	Čergovská	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Česká	Česká	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Českého ľudu	Českého ľudu	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Československej armády	ČSA	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Detvianska	Detvianska	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Drevárska	Drevárska	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Dubová	Dubová	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Duklianska	Duklianska	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Dunajská	Dunajská	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
E. M. Šoltésovej	E. M. Šoltésovej	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Elektrárenská	Elektrárenská	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
F. Hečku	F. Hečku	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
F. Urbánka	F. Urbánka	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Filinského cesta	Filinského cesta	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Fraňa Kráľa	Fraňa Kráľa	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Gaštanová	Gaštanová	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Gemerská	Gemerská	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Gorazdova	Gorazdova	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Hájik	Hájik	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Hámor	Hámor	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Harichovský chodník	Harichovský chodník	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Hrdinov národného povstania	Hrdinov národ. povst	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Hrnčiarska	Hrnčiarska	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Hurbanova	Hurbanova	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Hutnianska	Hutnianska	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Hutnícka	Hutnícka	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Hviezdoslavova	Hviezdoslavova	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Chalupku	Chalupku				pozri S. Chalupku	Spišská Nová Ves
Chrapčiakova	Chrapčiakova	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
I. Krasku	I. Krasku	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
I. Stodolu	I. Stodolu	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Ing. Kožucha	Ing. Kožucha	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Ing. Rojkoviča	Ing. Rojkoviča	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Ing. Straku	Ing. Straku	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Inovecká	Inovecká	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
J. Bottu	J. Bottu	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
J. C. Hronského	J. C. Hronského	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
J. Čajaka	J. Čajaka	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
J. Fabiniho	J. Fabiniho	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
J. Fándlyho	J. Fándlyho	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
J. Hanulu	J. Hanulu	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
J. Hollého	J. Hollého	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
J. I. Bajzu	J. I. Bajzu	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
J. Kostru	J. Kostru	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
J. Matušku	J. Matušku	052 05	Spišská Nová Ves 5	Spišská Nová Ves 5		Spišská Nová Ves
J. Wolkera	J. Wolkera	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1	"č. 1; pár. č. 2-12; nepár.č. 1-7"	Spišská Nová Ves
J. Wolkera	J. Wolkera	052 05	Spišská Nová Ves 5	Spišská Nová Ves 5	"nepár. č. 9-41; pár. č. 14-34"	Spišská Nová Ves
Janského	Janského	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Javorová	Javorová	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Jesenského	Jesenského	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Kalinčiakova	Kalinčiakova	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Kamenárska	Kamenárska	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Kamenný obrázok	Kamenný obrázok	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Karpatská	Karpatská	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Kmeťova	Kmeťova	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Koceľova	Koceľova	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Kolárska	Kolárska	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Kollárova	Kollárova	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Komenského	Komenského	052 05	Spišská Nová Ves 5	Spišská Nová Ves 5		Spišská Nová Ves
Konrádova	Konrádova	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Kováčska	Kováčska	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Krčméryho	Krčméryho	052 05	Spišská Nová Ves 5	Spišská Nová Ves 5		Spišská Nová Ves
Krížová	Krížová	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Kukučínova	Kukučínova	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Kuzmányho	Kuzmányho	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Kysucká	Kysucká	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Laborecká	Laborecká	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Ľaliová	Ľaliová	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Lesná	Lesná	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Letecká	Letecká	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Letná	Letná	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Levočská	Levočská	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Lipová	Lipová	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Liptovská	Liptovská	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
M. Gorkého	M. Gorkého	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Magurská	Magurská	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Májového povstania českého ľudu	Máj. povst. čes. ľud	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Malá	Malá	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Malinovského	Malinovského	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Markušovská cesta	Markušovská cesta	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Medza	Medza	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Mišíkova	Mišíkova	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Mlynská	Mlynská	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Moravská	Moravská	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Moyzesova	Moyzesova	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Mudroňova	Mudroňova	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Muránska	Muránska	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Nábrežie Hornádu	Nábrežie Hornádu	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Námestie SNP	Nám. SNP	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Narcisová	Narcisová	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Nitrianska	Nitrianska	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Obrancov mieru	Obrancov mieru	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Odborárov	Odborárov	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Odorínska cesta	Odorínska cesta	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Oravská	Oravská	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Orlia	Orlia	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
P. Jilemnického	P. Jilemnického	052 05	Spišská Nová Ves 5	Spišská Nová Ves 5		Spišská Nová Ves
Palárikova	Palárikova	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Pieninská	Pieninská	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Pod Tepličkou	Pod Tepličkou	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Podskala	Podskala	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Podunajská	Podunajská	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Pohronská	Pohronská	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Potočná	Potočná	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Považská	Považská	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Púpavova	Púpavova	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Puškinova	Puškinova	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
R. Jašíka	R. Jašíka	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Radlinského	Radlinského	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Radničné námestie	Radničné nám.	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Rajecká	Rajecká	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Rastislavova	Rastislavova	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Rázusova	Rázusova	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Rybárska	Rybárska	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
S. Chalupku	S. Chalupku	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
S. Tomášika	S. Tomášika	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Sadová	Sadová	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Slobody	Slobody	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Slovenská	Slovenská	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
SNP	SNP	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Spišská	Spišská	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Stará cesta	Stará cesta	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Starosaská	Starosaská	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Stojan	Stojan	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Stolárska	Stolárska	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Strojnícka	Strojnícka	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Svätopukova	Svätopukova	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Šafárikovo námestie	Šafárikovo nám.	052 05	Spišská Nová Ves 5	Spišská Nová Ves 5		Spišská Nová Ves
Šarišská	Šarišská	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Šestnáska	Šestnáska	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Školská	Školská	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Škultétyho	Škultétyho	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Štefánikovo námestie	Štefánikovo nám.	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Štúrovo nábrežie	Štúrovo nábr.	052 05	Spišská Nová Ves 5	Spišská Nová Ves 5		Spišská Nová Ves
Švermova	Švermova	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
T. Vansovej	T. Vansovej	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Tajovského	Tajovského	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Tehelná	Tehelná	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Tepličská cesta	Tepličská cesta	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Thälmanova	Thälmanova	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Tkáčska	Tkáčska	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Tolstého	Tolstého	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Topoľová	Topoľová	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Trenčianska	Trenčianska	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Trieda 1. mája	Tr. 1. mája	052 05	Spišská Nová Ves 5	Spišská Nová Ves 5		Spišská Nová Ves
Turčianska	Turčianska	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
V. Nezvala	V. Nezvala	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Vajanského	Vajanského	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Vyšná hať	Vyšná hať	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Za Hornádom	Za Hornádom	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Zábojského	Zábojského	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Záborského	Záborského	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Zámočnícka	Zámočnícka	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Zápotockého	Zápotockého	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Zdenka Nejedlého	Zd. Nejedlého	052 05	Spišská Nová Ves 5	Spišská Nová Ves 5		Spišská Nová Ves
Zemplínska	Zemplínska	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Zimná	Zimná	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Zvonárska	Zvonárska	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
Železničná	Železničná	052 01	Spišská Nová Ves 1	Spišská Nová Ves 1		Spišská Nová Ves
1. mája	1. mája	927 01	Šaľa 1	Šaľa 1		Šaľa
8. mája	8. mája	927 01	Šaľa 1	Šaľa 1		Šaľa
Agátová	Agátová	927 01	Šaľa 1	Šaľa 1		Šaľa
B. Němcovej	B. Němcovej	927 01	Šaľa 1	Šaľa 1		Šaľa
Bernolákova	Bernolákova	927 05	Šaľa 5	Šaľa 5		Šaľa
Bilická	Bilická	927 01	Šaľa 1	Šaľa 1		Šaľa
Bottova	Bottova	927 01	Šaľa 1	Šaľa 1		Šaľa
Brezová	Brezová	927 01	Šaľa 1	Šaľa 1		Šaľa
Broskyňová	Broskyňová	927 01	Šaľa 1	Šaľa 1		Šaľa
