kraj	okres	obec	ulica	cislo	psc	posta	predvolba	telefon	fax	web	email	starosta	primator	prednosta	ico	pocetobyvatelov	rozloha	ppz	mobil	urad
Košický	Trebišov	Malá Tŕňa	Tokajská	113	076 82	Veľká Tŕňa	056	679 33 51	679 33 51	"http://malatrna.e-obce.sk;www.malatrna.eu"	"obecmalatrna@mail.t-com.sk;malatrna@gmail.com"	Ing. Jozef Bojkovský			00689726	434	981	1392	0911 986 754	Obecný úrad
Prešovský	Bardejov	Malcov	Hlavná	130	086 06	Malcov	054	479 62 35	479 62 35	www.malcov.sk	obecmalcov@mail.t-com.sk 	Stanislav Gernát			00322369	1512	1888	1338	0918 678 640	Obecný úrad
Žilinský	Liptovský Mikuláš	Malé Borové	Malé Borové	34	027 46	Zuberec	044	559 41 50	559 41 50		obecmaleborove@stonline.sk	Ján Kokoška			00315613	148	583	1550	0902 675 064,911 675 065	Obecný úrad
Trnavský	Dunajská Streda	Malé Dvorníky	Dunajskostredská ul.	153	929 01	Malé Dvorníky	031	552 30 96,550 40 22	550 40 21	"www.maledvorniky.sk;www.kisudvarnok.sk"	obecmaledvorniky@post.sk	Ing. Zoltán Marczell			00800210	1048	688	1336	0905 440 568	Obecný úrad
Bratislavský	Malacky	Malé Leváre	Malé Leváre	177	908 74	Malé Leváre	034	779 51 22	779 51 28	www.malelevare.ocu.sk	obecmalelevare@gmail.com	Adrian Pernecký			00309711	1155	2141	1378	0918 784 812	Obecný úrad
Košický	Michalovce	Malé Raškovce	Malé Raškovce	58	072 17	Zemplínske Kopčany	056	649 31 90		www.maleraskovce.sk	"obecmaleraskovce@centrum.sk;starosta@maleraskovce.sk"	Jolana Žeňuchová			00325473	244	875	1478	0907 994 745	Obecný úrad
Banskobystrický	Veľký Krtíš	Malé Zlievce	Malé Zlievce	75	991 22	Bušince	047	489 21 82		"www.malezlievce.webnode.sk;www.malezlievce.szm.sk"	"obecmalezlievce@gmail.com;obecmzl@post.sk"	Jozef Filkus			00647870	283	905	1307	0908 941 732	Obecný úrad
Žilinský	Liptovský Mikuláš	Malužiná	Malužiná	53	032 34	Malužiná	044	529 22 21	529 22 21	www.obecmaluzina.sk	obecmaluzina@stonline.sk	Martin Španko			00315621	275	3948	1750	0918 461 680,0918 641 694	Obecný úrad
Nitriansky	Nitra	Malý Cetín	Malý Cetín	105	951 07	Čechynce	037	658 12 87	658 12 87	www.malycetin.sk	obecmalycetin@gmail.com	Leonidas Charizopulos			00611166	385	516	1113	0908 757 670	Obecný úrad
Prešovský	Stará Ľubovňa	Malý Lipník		64	065 46	Malý Lipník 	052	428 60 26			obecmalylipnik@livenet.sk	Ing. Jozef Šesták  			00330043	461	1377	1715	0902 310 577	Obecný úrad
Prešovský	Prešov	Malý Slivník		48	082 67	Terňa	051	459 52 10	459 52 10	www.malyslivnik.ocu.sk	obecmalyslivnik@juko.sk	Jozef Javorský			00327433	819	260	1248	0905 234 392	Obecný úrad
Prešovský	Bardejov	Marhaň		36	086 45	Marhaň	054	739 32 22	778 10 22	www.marhan.ocu.sk	obecmarhan@azet.sk	Jozef Kuziak			00322377	985	1039	1277	0903 739 322	Obecný úrad
Košický	Spišská Nová Ves	Markušovce	Michalská	51	053 21	Markušovce	053	449 81 08	449 81 37	www.markusovce.sk	"obecmarkusovce@markusovce.sk;obec@markusovce.sk;starostaocu@markusovce.sk"	Marek Virág			00329355	3968	1851	1289	0903 622 942	Obecný úrad
Košický	Michalovce	Maťovské Vojkovce	Maťovské Vojkovce	155	079 01	Veľké Kapušany	056	638 90 11	638 20 95	www.matovskevojkovce.ocu.sk	obecmatovskevojkove@stonline.sk	Bc. Lýdia Capová			00331741	624	1229	1302	0905 887 037	Obecný úrad
Trnavský	Galanta	Matúškovo	Matúškovo	138	925 01	Matúškovo	031	782 63 93	782 63 92	www.matuskovo.sk	obecmatuskovo@stonline.sk	Ing. Marta Meszárosová			00800287	2027	1195	1138	0908 833 875	Obecný úrad
Banskobystrický	Revúca	Muránska Dlhá Lúka	Muránska Dlhá Lúka	111	050 01	Muránska Dlhá Lúka	058	488 10 33	488 10 32	www.muranskadlhaluka.sk	"obecmdl@centrum.sk;starosta@muranskadlhaluka.sk"	Ing. Marek Nosko			00328545	890	1865	1357	0905 425 349	Obecný úrad
Banskobystrický	Krupina	Medovarce	Medovarce	59	962 65	Hontianske Nemce	045	559 45 15	559 45 15	www.medovarce.ocu.sk	"obecmedovarce@gmail.com;olgasvarcova@zoznam.sk  "	Oľga Švarcová			00648990	257	1324	1156	0911 930 106,0904 947 083	Obecný úrad
Prešovský	Vranov nad Topľou	Medzianky		86	094 31 	Hanušovce nad Topľou	057	445 23 29	448 60 10	www.medzianky.sk	obecmedzianky@gmail.com	Pavol Čorba			00332551	320	493	1212	0905 245 033	Obecný úrad
Trenčiansky	Púchov	Mestečko	Mestečko	118	020 52	Mestečko	042	469 20 39,469 21 22	469 20 39	www.obecmestecko.sk	obecmestecko@obecmestecko.sk	Anna Václavíková			00317519	518	502	1471	0918 799 639	Obecný úrad
Trenčiansky	Bánovce nad Bebravou	Malá Hradná	Malá Hradná	150	956 54	Veľké Držkovce	038	768 62 20	768 62 20		obecmhradna@centrum.sk	Mária Jandáková			00310719	371	791	1329	0908 345 573	Obecný úrad
Prešovský	Svidník	Mičakovce		36	087 01	Giraltovce	054	732 23 78	732 29 39		obecmicakovce@gmail.com	Ing. Pavel Andrijko			00322385	150	470	1390	0905 837 672	Obecný úrad
Košický	Trebišov	Michaľany	Hlavná	108	076 14	Michaľany	056	670 23 28,668 36 10	670 23 29	www.michalany.sk	obecmichalany@stonline.sk	Ing. Daniel Ceran			00331759	1799	815	1273	0907 032 076	Obecný úrad
Banskobystrický	Zvolen	Michalková	Michalková	7	962 61	Dobrá Niva	045	538 71 59			obecmichalkova@zoznam.sk	Ján Parobok			00649163	37	542	1786	0907 244 228	Obecný úrad
Prešovský	Vranov nad Topľou	Michalok		62	094 23	Michalok	057 	442 29 85	442 29 85	www.michalok.ou.sk	obecmichalok@orangemail.sk	Viera Mihočová			00332577	311	1232	1363	0915 935 458	Obecný úrad
Trenčiansky	Bánovce nad Bebravou	Miezgovce	Miezgovce	64	957 01	Bánovce nad Bebravou	038	766 01 20	766 01 20	www.miezgovce.sk 	obecmiezgovce@stonline.sk	Juraj Trgyňa 			00310760	271	875 	1389	0902 257 476	Obecný úrad
Prešovský	Prešov	Miklušovce		61	082 44	Klenov	051	778 22 12		www.miklusovce.ocu.sk	obecmiklusovce@mail.t-com.sk	Mgr. Mária Čuchtová			00327468	322	722	1330	0911 266 762 	Obecný úrad
Prešovský	Stropkov	Miková	Miková	126	090 24	Miková 	054	749 52 84 	749 52 84 	www.obecmikova.sk	obecmikova@gmail.com	Dušan Džula			00330744	155	1271	1390	0908 954 320	Obecný úrad
Prešovský	Bardejov	Mikulášová		50	086 36	Nižná polianka	054	479 91 37		www.obecmikulasova.sk	obecmikulasova@gmail.com	Peter Rusiňák			00322393	136	799	1414	0911 086 361	Obecný úrad
Banskobystrický	Poltár	Mládzovo	Mládzovo	60	985 02	Breznička	047	448 68 22 			obecmladzovo@mail.t-com.sk	Miroslav Čičmanec			00316237	106	797	1436		Obecný úrad
Prešovský	Svidník	Mlynárovce		102	090 16	Cernina	054	756 43 12		www.obecmlynarovce.meu.zoznam.sk	"obecmlynarovce@gmail.com;kidala.peter@post.sk  "	Peter Kidala			00330787	228	1122	1414		Obecný úrad
Košický	Spišská Nová Ves	Mlynky		324	053 76	Mlynky	053	449 32 09	449 32 09	www.mlynky.sk	obecmlynky@fz.sk	Alfréd Franko			00329371	567	2505	1850	0903 634 722	Obecný úrad
Prešovský	Stará Ľubovňa	Mníšek nad Popradom		126	065 22	Mníšek nad Popradom	052	439 51 23	439 51 23	www.mniseknadpopradom.ocu.sk	obecmnp@stonline.sk	Peter Žemba			00330060	659	1779	1323	0905 918 580  	Obecný úrad
Banskobystrický	Banská Štiavnica	Močiar	Močiar	97	969 82	Podhorie	045	699 26 26,32,34		www.mociar.ocu.sk	obecmociar@gmail.com	Mgr. Adriana Vančová			00320871	172	2092	1305	0911 320 871	Obecný úrad
Nitriansky	Komárno	Modrany	Hlavná	337	946 33	Modrany	035	778 81 21,785 80 41	785 80 40	"www.modrany.eu;www.modrany.ocu.sk;www.modrany.sk"	obecmodrany@inmail.sk	Štefan Édes			00306584	1455	2706	1200	0905 612 987	Obecný úrad
Trenčiansky	Púchov	Mojtín	Mojtín	242	020 72	Mojtín	042	471 16 92,471 16 93	471 16 92	www.obecmojtin.sk	"obecmojtin@obecmojtin.sk;podatelna@obecmojtin.sk"	František Staňo			00317543	496	1084	1364	0948 211 383	Obecný úrad
Košický	Košice okolie	Mokrance		38	044 58	Moldava nad Bodvou	055	460 20 26,489 85 93	460 20 26	"www.mokrance.sk;www.mokrance.ocu.sk"	obecmokrance@stonline.sk	Mgr. Mária Lacková  			00690295	1371	2341	1317	0915 974 114	Obecný úrad
Trnavský	Senica	Moravský Svätý Ján	Moravský Svätý Ján	803	908 71	Moravský Svätý Ján	034	777 01 22	777 01 21	www.obecmsjan.sk	"obecmsjan@obecmsjan.sk;starosta@obecmsjan.sk"	Anton Emrich			00309737	2131	3922	1449	0905 814 399	Obecný úrad
Nitriansky	Komárno	Mudroňovo	Hlavná	65	946 32	Marcelová	035	778 81 16	778 81 16		obecmudronovo@pobox.sk	Ing. Ľubomír Maťko			00306592	126	400	1921	0908 598 554	Obecný úrad
Košický	Košice okolie	Mudrovce		28	044 47	Kecerovce	055	699 03 05	699 03 05	www.mudrovce.sk	"obecmudrovce@gmail.com;obec@mudrovce.sk"	Iveta Horvátová  			00690309	75	589	1406	0911 661 786	Obecný úrad
Banskobystrický	Revúca	Muránska Lehota	Muránska Lehota	83	049 01	Muráň 1	058	488 20 31	488 20 31	muranskalehota.sk	"obecmurlehota@stonline.sk;starosta@muranskalehota.sk;sekretariat@muranskalehota.sk "	Miloslav Marčák 			00328561	201	789	1453	0915 885 958	Obecný úrad
Žilinský	Námestovo	Mútne	Mútne	194	029 63	Mútne	043	559 71 15	552 14 20	www.mutne.sk	"obecmutne@gmail.com;obec@mutne.sk "	Marián Murín			00314668	2899	6445	1659	0911 944 397,0911 479 240	Obecný úrad
Prešovský	Medzilaborce	Ňagov		49	068 01	Medzilaborce	057	732 12 35	732 12 35	www.nagov.ocu.sk	obecnagov@centrum.sk 	Sergej Smetanka			00323276	420	965	1557	0911 735 821	Obecný úrad
Banskobystrický	Revúca	Nandraž	Nandraž	23	049 61	Rákoš	058	448 24 24	488 11 53	www.nandraz.sk	"obecnandraz@centrum.sk;starosta@nandraz.sk"	Ing. Marian Laciak			00328588	287	1061	1318		Obecný úrad
Nitriansky	Šaľa	Neded	Hlavná 	844	925 85 	Neded	031	779 41 33	779 40 01	www.neded.sk	obecneded@stonline.sk 	Ing. Štefan Jancsó			00306100	3298	3601	1111		Obecný úrad
Prešovský	Prešov	Nemcovce		93	082 12	Kapušany	051	794 21 66			obecnemcovce@zoznam.sk	Ing. Jozef Pavúk			00327506	459	574	1364	0905 505 539	Obecný úrad
Trenčiansky	Prievidza	Nevidzany	Nevidzany	49	972 27	Liešťany	046	545 71 23	545 70 16	"www.nevidzany-prievidza.sk;www.nevidzany.sk"	obecnevidzanypd@centrum.sk	Ing. Beata Vrecková			00648345	302	1179	1229	0911 898 702	Obecný úrad
Banskobystrický	Žiar nad Hronom	Nevoľné	Nevoľné	33	967 01	Kremnica	045	674 30 50	674 30 48	www.nevolne.sk	"obecnevolne@stonline.sk;starosta@nevolne.sk;stefanhenzel@mail.t-com.sk"	Štefan Henžel			00320889	429	310	1571	0908 934 072	Obecný úrad
Banskobystrický	Lučenec	Nitra nad Ipľom	Nitra nad Ipľom	96	985 57	Holiša	047	439 41 97	439 41 97		obecnitranadiplom@post.sk  	Tivadar Berki			00648388	346	812	1350	0908 559 894	Obecný úrad
Košický	Rožňava	Nižná Slaná	Námestie SNP	54	049 23	Nižná Slaná	058	788 31 21,22	788 31 21	www.niznaslana.sk	obecnizna.slana@stonline.sk	Ing. Ján Vieloha			00328596	1193	1896	1360	0907 133 606	Obecný úrad
Košický	Košice okolie	Nižná Hutka	Ortášska	85	040 18	Košice	055	685 23 04	728 95 53	www.niznahutka.sk	obecniznahutka@netkosice.sk	Mária Szászfaiová			00690317	536	435	1293	0903 553 735	Obecný úrad
Košický	Košice okolie	Nižná Kamenica		60	044 45	Bidovce	055	696 55 23		www.niznakamenica.sk	obecniznakamenica@netkosice.sk	Miroslav Líška			00324485	521	1332	1427		Obecný úrad
Košický	Košice okolie	Nižná Myšľa	Obchodná 	104	044 15	Nižná Myšľa 	055	698 01 24	729 65 98	"www.niznamysla.sk;niznamysla.webzdarma.cz"	"obecniznamysla@netkosice.sk;starosta@niznamysla.sk;ocu@niznamysla.sk "	Miroslav Sisák			00324493	1499	1261 	1270		Obecný úrad
Prešovský	Stropkov	Nižná Olšava		100	090 32 	Miňovce	054	749 41 46 	749 41 46 	www.niznaolsava.ou.sk	"obecniznaolsava@gmail.com;nizna.olsava@centrum.sk"	Ing. Igor Madzin			00330809	400	1140	1390		Obecný úrad
Prešovský	Bardejov	Nižná Voľa		30	086 21	Lukavica	054	479 72 34		www.niznavola.ou.sk	obecniznavola@centrum.sk	Ing. Marcel Kaščák			00322431	290	717	1310	0905 836 055	Obecný úrad
Prešovský	Svidník	Nižný Komárnik			090 05 	Krajná Poľana	054	759 33 10  			obecniznykomarnik@zoznam.sk	Mária Turišinová			00330825	156	1238	1618		Obecný úrad
Košický	Košice okolie	Nižný Lánec		54	044 73	Buzica	055	466 51 77	489 81 31	www.niznylanec.ocu.sk	obecniznylanec@centrum.sk	Alexander Sitáš			00324515	420	410	1268	0907 919 985	Obecný úrad
Prešovský	Svidník	Nižný Mirošov		100	090 11	Vyšný Orlík	054	759 23 06		www.niznymirosov.webnode.sk	obecniznymirosov@centrum.sk	Bc. Darina Keselicová			00330833	254	699	1567	0907 950 708	Obecný úrad
Prešovský	Svidník	Nižný Orlík	Nižný Orlík	58	090 11	Vyšný Orlík	054	752 50 04	752 50 04	www.niznyorlik.eu	obecniznyorlik@stonline.sk	Juraj Petný			00330841	289	929	1357		Obecný úrad
Košický	Trebišov	Nižný Žipov	Hlavná	177/5	076 17 	Nižný Žipov 	056	668 42 10-12,679 86 40	668 42 12	www.niznyzipov.sk	obec-niznyzipov@stonline.sk	Ing. Ján Garbár  			00331775	1395	1707	1221	0905 315 108,0905 593 682	Obecný úrad
Prešovský	Svidník	Nižná Jedľová		38	089 01	Svidník	054	752 10 49		www.niznajedlova.ocu.sk	"obecnjedlova@mail.t-com.sk;alena.dzupinova@centrum.sk"	Mgr. Alena Džupinová			00330795	89	475	1572	0948 304 003,0907 999 426	Obecný úrad
Prešovský	Humenné	Nižné Ladičkovce		55	067 11	Ľubiša	057	779 61 84		www.nizneladickovce.ocu.sk	obecnladickovce@stonline.sk	Juraj Brehovský			00323306	360	855	1478	0905 139 945	Obecný úrad
Trenčiansky	Nové Mesto nad Váhom	Nová Lehota	Nová Lehota	50	916 35	Modrová	033	778 93 22	778 93 22		obecnovalehota@zoznam.sk	Bohuslav Plačko			00311847	206	1821	1543	0905 427 103	Obecný úrad
Košický	Košice okolie	Nová Polhora		95	044 44	Kráľovce	055	695 83 48	695 83 48	www.novapolhora.ocu.sk	obecnovapolhora@netkosice.sk	Anton Šimčák			00324540	414	207	1954	0911 567 837,0911 567 838   	Obecný úrad
Košický	Košice okolie	Nový Salaš		75	044 17	Slanec	055	696 81 80	696 81 80	www.novysalas.sk	obecnovysalas@gmail.com	Andrea Michalková			00691283	203	1102	1553	0915 934 117	Obecný úrad
Nitriansky	Topoľčany	Nitrianska Streda	Nitrianska Streda	1	956 16	Nitrianska Streda	038	531 01 24	531 01 24	www.nitrianskastreda.sk	"obecns@orangemail.sk;obecns@gmail.com;starostka@nitrianskastreda.sk"	Ing. Mária Majtánová			00310832	741	1396	1278	0907 773 153	Obecný úrad
Žilinský	Liptovský Mikuláš	Liptovská Porúbka	Liptovská Porúbka	149	033 01	Liptovský Hrádok	044	522 27 17,20 67	522 27 17	"www.liptovskaporubka.sk;www.liponet.sk"	"obecny.urad@liponet.sk;obec.lporubka@gmail.com;starosta.lporubka@gmail.com;starosta@liponet.sk;obec@lporubka.sk"	Mgr. Jana Gazdičová			17061229	1140	4216	1379	0907 833 482,0911 974 741	Obecný úrad
Žilinský	Dolný Kubín	Malatiná	Malatiná	148	027 01	Vyšný Kubín	043	589 51 24,230 14 01	589 51 24	www.malatina.sk	"obecny.urad@malatina.sk;starosta@malatina.sk"	Mgr. Zdenko Kubáň			00314641	830	1914	1313	0918 462 296	Obecný úrad
Nitriansky	Nové Zámky	Zemné	G. Czuczora 	268	941 22	Zemné	035	647 61 01,16	647 61 01	www.zemne.sk	"obecny.urad@zemne.sk;starosta@zemne.sk"	Ing. János Bób			00309371	2287	2634	1113	0905 636 275	Obecný úrad
Žilinský	Turčianske Teplice	Liešno	Liešno	40	038 22	Slovenské Pravno	043	496 25 41		www.liesno.ocu.sk	obecny@gaya.sk	Zdenka Judáková			00650471	57	194	1322		Obecný úrad
Žilinský	Žilina	Konská	Konská	410	013 13	Rajecké Teplice	041	549 37 03	549 37 03	www.obeckonska.info	"obecny_urad@obeckonska.sk;urad@obeckonska.info"	Ing. Janka Stupňanová			00648876	1483	531	1350	0904 478 630	Obecný úrad
Nitriansky	Nové Zámky	Lipová	Lipová	203	941 02	Lipová pri Nových Zámkoch	035	650 70 10	650 70 10	www.lipova.eu	obecnyurad.lipova@gmail.com	Tatiana Ölvecká			00309044	1565	1362	1156	0911 963 683	Obecný úrad
Banskobystrický	Lučenec	Pleš	Pleš	7	985 31	Rapovce	047	439 98 41		www.obecples.biznisweb.sk	obecnyurad.ples@centrum.sk	Dorota Molnárová			00648299	217	978	1246	0905 820 116	Obecný úrad
Košický	Košice okolie	Žarnov	Žarnov	85	044 04	Turňanská Nová Ves	055	466 21 12	466 21 12	www.zarnov.ocu.sk	obecnyurad.zarnov@stonline.sk	Ján Kulcsár			00324965	414	720	1332	0905 244 137	Obecný úrad
Banskobystrický	Brezno	Bacúch	Hlavná	279	976 65	Bacúch	048	618 83 01	618 83 83	www.bacuch.sk	"obecnyurad@bacuch.sk;starosta@bacuch.sk"	Ing. František Kán			00313254	995	3819	1563	0903 296 239	Obecný úrad
Trnavský	Piešťany	Bašovce	Bašovce	160	922 01	Ostrov	033	774 68 59	774 68 59	www.basovce.sk	"obecnyurad@basovce.sk;starosta@basovce.sk "	Ing. Ľubomír Dekan			31827802	343	405	1113	0911 159 828 	Obecný úrad
Bratislavský	Pezinok	Doľany	Doľany	169	900 88	Doľany	033	649 91 23, 649 91 13	649 91 23	www.dolany.sk	"obecnyurad@dolany.sk;starosta@dolany.sk;oudolany@dolany.sk "	Jozef Mruškovič			00304727	1045	2255	1390		Obecný úrad
Trenčiansky	Trenčín	Dubodiel	Dubodiel	33	913 23	Dubodiel 	032	659 61 28,29	659 58 21	www.dubodiel.sk	"obecnyurad@dubodiel.sk;starostka@dubodiel.sk;ekonomka@dubodiel.sk  "	Mgr. Anton Prechádzka			00311537	923	2019	1439	0918 462 891 	Obecný úrad
Nitriansky	Levice	Hontianska Vrbica	Hontianska Vrbica	267	935 55	Hontianska Vrbica	036	778 93 21	778 93 21	www.hontianskavrbica.sk	obecnyurad@hontianskavrbica.sk	Karol Pilinský			00306975	559	2385	1272	0911 419 722	Obecný úrad
Žilinský	Turčianske Teplice	Horná Štubňa	Horná Štubňa	455	038 46	Horná Štubňa 	043	492 70 83,73 35	492 70 83	www.hornastubna.sk	"obecnyurad@hornastubna.sk;starosta@hornastubna.sk"	Ing. Ondrej Piški  			00316695	1617	3138	1390	0908 928 902	Obecný úrad
Nitriansky	Zlaté Moravce	Hostie	Hostie	1	951 94	Hostie	037	633 71 21	633 71 21	www.hostie.sk	"obecnyurad@hostie.sk;starosta@hostie.sk"	Peter Štepianský			00307980	1186	2870	1332	0918 786 270	Obecný úrad
Trenčiansky	Nové Mesto nad Váhom	Hrachovište	Hrachovište	255	916 15	Hrachovište	032	779 03 02	779 03 02	www.hrachoviste.sk	obecnyurad@hrachoviste.sk	JUDr. Ivan Kolník			00311626	728	920,4	1392		Obecný úrad
Banskobystrický	Brezno	Jarabá	Jarabá	6	977 01	Brezno	048	619 51 12	619 51 12	www.jaraba.sk	"obecnyurad@jaraba.sk;info@jaraba.sk"	JUDr. Juraj Pružinec			00313513	48	1539	1540	0908 927 032	Obecný úrad
Trenčiansky	Ilava	Kameničany	Kameničany	39	018 54	Slávnica	042	449 32 53		www.kamenicany.sk	"obecnyurad@kamenicany.sk;starosta@kamenicany.sk"	Igor Daško			00692298	534	508	1193	0915 031 047	Obecný úrad
Žilinský	Kysucké Nové Mesto	Kysucký Lieskovec	Kysucký Lieskovec	29	023 34	Kysucký Lieskovec	041	423 11 21	423 11 21	www.kysuckylieskovec.sk	"obecnyurad@kysuckylieskovec.sk;starosta@kysuckylieskovec.sk "	Magdaléna Trubanová			00314081	2347	1232	1438	0905 526 272	Obecný úrad
Trenčiansky	Prievidza	Lehota pod Vtáčnikom	Nám. SNP	33/1	972 42	Lehota pod Vtáčnikom	046	546 91 15,73	546 91 73	www.lehotapodvtacnikom.sk	"obecnyurad@lehotapodvtacnikom.sk;ocu@lehotapodvtacnikom.sk;podatelna@lehotapodvtacnikom.sk"	RSDr. Ján Cipov		Jozef Mendel	00318256	3927	2797	1362		Obecný úrad
Nitriansky	Nitra	Lukáčovce	Na Tŕnie	2	951 23	Lukáčovce	037	782 91 01	782 92 11	www.lukacovce.sk	"obecnyurad@lukacovce.sk;starosta@lukacovce.sk"	Ing. Igor Cok			00308188	1108	1684	1264	0905 833 381,0905 507 649	Obecný úrad
Bratislavský	Senec	Malinovo	L. Svobodu	17	900 45	Malinovo	02	4595 51 09,2 09	4595 51 09	www.malinovo.sk	"obecnyurad@malinovo.sk;godova@malinovo.sk;sekretariat@malinovo.sk "	Eva Godová			00304921	1956	883	1209		Obecný úrad
Nitriansky	Nitra	Malý Lapáš	Malý Lapáš	87	951 04	Veľký Lapáš	037	787 98 95	787 98 95	www.malylapas.sk	"obecnyurad@malylapas.sk;starosta@malylapas.sk"	Peter Vavro			00611174	563	322	1394	0905 361 942	Obecný úrad
Trenčiansky	Ilava	Mikušovce	Mikušovce	22	018 57	Mikušovce	042	446 40 82	446 40 82	www.mikusovce.sk	"obecnyurad@mikusovce.sk;viktorbucek@mikusovce.sk"	Viktor Buček			00317527	1027	850	1259	0903 481 110	Obecný úrad
Nitriansky	Nitra	Nové Sady	Nové Sady	177	951 24	Nové Sady	037	789 41 65, 789 41 63	789 48 64	www.novesady.sk	obecnyurad@novesady.sk	Silvia Halvoníková			00308340	1288	1747	1156	0910 925 873	Obecný úrad
Banskobystrický	Revúca	Chvalová	Chválová	10	982 62	Gemerská Ves 	047	559 64 34	559 64 34	"www.obec-chvalova.sk;www.chvalova.ocu.sk"	"obecny-urad@obec-chvalova.sk;starosta@obec-chvalova.sk;obec.chvalova@pobox.sk"	Ing. Vladimír Vaculčiak			00650188	180	928	1343	0918 407 924,0911 870 763	Obecný úrad
Nitriansky	Nové Zámky	Dolný Ohaj	Dolný Ohaj	109	941 43	Dolný Ohaj	035	658 22 02	658 22 02	www.obecdolnyohaj.sk	"obecnyurad@obecdolnyohaj.sk;starosta@obecdolnyohaj.sk "	Ivan Solár			00308871	1603	1703	1293	0903 241 509	Obecný úrad
Nitriansky	Nové Zámky	Podhájska	Zdravotnícka	322/2	941 48	Podhájska	035	658 62 06,95,658 61 06	658 62 06	www.obecpodhajska.sk	"obecnyurad@obecpodhajska.sk;starosta@obecpodhajska.sk "	Ing. Vladimír Bakoš			00309192	1065	1112	1075		Obecný úrad
Trnavský	Senica	Sekule	Sekule	570	908 80	Sekule	034	777 01 08	777 02 11	"www.obecsekule.sk;www.sekule.sk"	"obecnyurad@obecsekule.sk;starostka@obecsekule.sk"	Pavla Maxianová			00682101	1711	2349	1402	0917 531 466	Obecný úrad
Bratislavský	Malacky	Zohor	Námestie 1. mája	1	900 51	Zohor	02	6596 11 20,22	6596 16 80	"www.obeczohor.sk;www.zohoronline.sk"	"obecnyurad@obeczohor.sk;starosta@obeczohor.sk "	Bc. Martin Zálesňák		Bc. Gabriela Kafková	00305235	3207	2113	1314		Obecný úrad
Žilinský	Námestovo	Oravská Lesná	Ústredie	291	029 57	Oravská Lesná	043	559 31 22,27	559 31 28	www.oravskalesna.sk	"obecnyurad@oravskalesna.sk;starosta@oravskalesna.sk;prednosta@oravskalesna.sk"	Marek Majdiš		Ing. Dominik Murín                                              	00314722	3310	6562	1732	0917 874 184,0907 827 445,915 740 217	Obecný úrad
Banskobystrický	Banská Štiavnica	Podhorie	Podhorie	84	969 82	Podhorie	045	699 21 25	699 21 25	www.podhorie.sk	obecnyurad@podhorie.sk	Ing. Dana Lóžiová			00320935	365	2164	1388	0915 817 675	Obecný úrad
